what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556911582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556923303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556923339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556933960
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358556933994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556938447
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556939426
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358556939477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358556956612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556958567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556958692
